"","country","year","month","cumulative_total_cases","daily_new_cases","active_cases","cumulative_total_deaths","daily_new_deaths","total_vaccinations","people_vaccinated","people_fully_vaccinated","daily_vaccinations_raw","daily_vaccinations","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","daily_vaccinations_per_million","vaccines"
"157","Bahrain",2021,8,272540,87,951,1388,0,2489109,1146939,1088446,3645,3884,142.37,65.6,62.26,2222,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"158","Bahrain",2021,9,275057,76,654,1389,0,2590143,1165178,1119298,7975,6330,148.15,66.65,64.02,3621,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"159","Bangladesh",2021,1,535139,369,47268,8127,16,0,0,0,0,1949,0,0,0,12,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"160","Bangladesh",2021,10,1569539,211,8248,27868,6,70510078,41784170,28725908,0,1428216,42.4,25.13,17.27,8588,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"161","Bangladesh",2021,11,1576284,273,7338,27981,1,96434845,59839716,36595129,727253,783915,57.99,35.98,22.01,4714,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"162","Bangladesh",2021,12,1576827,261,7180,27986,3,127840703,85775630,42065073,657255,3806050,76.87,51.58,25.29,22886,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"163","Bangladesh",2021,2,546216,385,40884,8408,8,3110525,3110525,0,125752,130715,1.87,1.87,0,786,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"164","Bangladesh",2021,3,611295,5358,59850,9046,52,5370431,5370431,0,0,43055,3.23,3.23,0,259,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"165","Bangladesh",2021,4,759132,2177,66256,11450,57,0,0,0,0,116924,0,0,0,703,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"166","Bangladesh",2021,5,800540,1710,47549,12619,36,9991671,5823245,4168426,12256,17658,6.01,3.5,2.51,106,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"167","Bangladesh",2021,6,913258,8822,82505,14503,115,10103015,5823245,4279770,1872,1797,6.08,3.5,2.57,11,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"168","Bangladesh",2021,7,1249484,9369,150587,20685,218,12849265,8520221,4329044,1114818,360901,7.73,5.12,2.6,2170,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"169","Bangladesh",2021,8,1500618,3357,48438,26195,86,26471819,18580195,7891624,0,390592,15.92,11.17,4.75,2349,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"170","Bangladesh",2021,9,1555911,860,12460,27510,23,0,0,0,0,1396365,0,0,0,8396,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"171","Barbados",2021,10,17763,298,6104,153,1,275933,149019,126914,821,998,95.91,51.8,44.11,3469,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"172","Barbados",2021,11,25316,164,3058,229,1,290345,153586,136759,9,257,100.92,53.38,47.53,893,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"173","Barbados",2021,12,25627,198,2764,233,2,292896,154177,138719,399,364,101.8,53.59,48.22,1265,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"174","Barbados",2021,2,3068,30,628,33,0,38615,38615,0,1866,3153,13.42,13.42,0,10959,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"175","Barbados",2021,3,3652,10,145,42,0,63728,63728,0,13,135,22.15,22.15,0,469,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"176","Barbados",2021,4,3855,17,43,44,0,74218,74218,0,178,334,25.8,25.8,0,1161,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"177","Barbados",2021,5,4017,0,48,47,0,139354,78633,60721,556,1051,48.44,27.33,21.11,3653,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"178","Barbados",2021,6,4081,2,35,47,0,166567,95386,71181,355,787,57.89,33.15,24.74,2735,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"179","Barbados",2021,7,4390,11,113,48,0,175943,99695,76248,1,429,61.15,34.65,26.5,1491,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"180","Barbados",2021,8,5032,64,330,50,0,0,0,0,0,1279,0,0,0,4445,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"181","Barbados",2021,9,8381,201,995,74,5,241915,136034,105881,1967,1581,84.08,47.28,36.8,5495,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"182","Belarus",2020,12,194284,1923,17713,1424,10,0,0,0,0,403,0,0,0,43,"Sinopharm/Beijing, Sputnik V"
"183","Belarus",2021,1,248336,1766,10780,1718,10,0,0,0,0,403,0,0,0,43,"Sinopharm/Beijing, Sputnik V"
"184","Belarus",2021,10,600168,1985,21543,4631,17,0,0,0,0,45961,0,0,0,4867,"Sinopharm/Beijing, Sputnik V"
"185","Belarus",2021,11,654718,1395,8067,5081,14,0,0,0,0,50418,0,0,0,5339,"Sinopharm/Beijing, Sputnik V"
"186","Belarus",2021,12,658328,1818,7110,5114,16,6677937,3812391,2865546,0,49555,70.72,40.37,30.35,5248,"Sinopharm/Beijing, Sputnik V"
"187","Belarus",2021,2,287306,1347,7336,1976,10,0,0,0,0,455,0,0,0,48,"Sinopharm/Beijing, Sputnik V"
"188","Belarus",2021,3,321807,1213,7240,2247,10,0,0,0,0,3355,0,0,0,355,"Sinopharm/Beijing, Sputnik V"
"189","Belarus",2021,4,358738,1505,7183,2542,10,0,0,0,0,8679,0,0,0,919,"Sinopharm/Beijing, Sputnik V"
"190","Belarus",2021,5,394439,632,6206,2851,10,0,0,0,0,13134,0,0,0,1391,"Sinopharm/Beijing, Sputnik V"
"191","Belarus",2021,6,417189,914,4249,3143,11,0,0,0,0,26302,0,0,0,2785,"Sinopharm/Beijing, Sputnik V"
"192","Belarus",2021,7,446040,992,2386,3454,9,0,0,0,0,26771,0,0,0,2835,"Sinopharm/Beijing, Sputnik V"
"193","Belarus",2021,8,481532,1168,3452,3780,12,0,0,0,0,18254,0,0,0,1933,"Sinopharm/Beijing, Sputnik V"
"194","Belarus",2021,9,538086,1989,15228,4143,14,0,0,0,0,33726,0,0,0,3572,"Sinopharm/Beijing, Sputnik V"
"195","Belgium",2020,12,644242,2831,66897,19441,80,932,930,21,39,198,0.01,0.01,0,17,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"196","Belgium",2021,1,707837,2717,61341,21066,48,344153,317324,27378,992,13237,2.96,2.73,0.24,1138,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"197","Belgium",2021,10,1367882,7232,125162,26008,14,17579131,8732987,8593168,208,24125,151.12,75.08,73.87,2074,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"198","Belgium",2021,11,1749469,14907,388693,26966,44,18878847,8843303,8702315,106183,78892,162.3,76.02,74.81,6782,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"199","Belgium",2021,12,1786444,20409,413444,27072,57,19655382,8862250,8731781,75842,75996,168.97,76.19,75.06,6533,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"200","Belgium",2021,2,769414,2760,66977,22052,18,875156,533376,342800,900,18107,7.52,4.59,2.95,1557,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"201","Belgium",2021,3,876842,3906,105331,22966,45,1999062,1432160,568239,85316,45344,17.19,12.31,4.88,3898,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"202","Belgium",2021,4,986622,3663,113605,24185,45,3976123,3105683,875620,82759,64987,34.18,26.7,7.53,5587,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"203","Belgium",2021,5,1061200,1437,74559,24940,19,6894615,4744244,2231226,120818,100145,59.27,40.78,19.18,8609,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"204","Belgium",2021,6,1084550,1072,23348,25170,2,11066720,7246175,4087591,125511,123706,95.14,62.29,35.14,10635,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"205","Belgium",2021,7,1124715,1764,39578,25241,6,14672978,8087972,6916714,86107,111252,126.14,69.53,59.46,9564,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"206","Belgium",2021,8,1182810,1858,56684,25374,6,16269843,8457492,8175485,39360,34265,139.87,72.71,70.28,2946,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"207","Belgium",2021,9,1242821,2589,61855,25595,14,16811759,8616571,8445793,29228,25563,144.53,74.07,72.61,2198,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"208","Belize",2021,10,26798,0,2601,491,0,0,0,0,0,1544,0,0,0,3813,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"209","Belize",2021,11,30431,93,1085,578,4,0,0,0,0,515,0,0,0,1272,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"210","Belize",2021,12,30618,101,1093,578,0,412002,228517,195230,0,787,101.75,56.44,48.22,1944,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"211","Belize",2021,2,12293,0,143,314,0,0,0,0,0,0,0,0,0,0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"212","Belize",2021,3,12456,4,49,317,0,22067,22067,0,0,555,5.45,5.45,0,1371,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"213","Belize",2021,4,12668,22,127,323,0,0,0,0,0,536,0,0,0,1324,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"214","Belize",2021,5,12809,18,77,324,0,0,0,0,0,690,0,0,0,1704,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"215","Belize",2021,6,13251,24,268,329,0,0,0,0,0,1622,0,0,0,4006,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"216","Belize",2021,7,14163,0,406,337,0,0,0,0,0,2092,0,0,0,5167,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"217","Belize",2021,8,16353,133,1129,362,3,0,0,0,0,2070,0,0,0,5112,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"218","Belize",2021,9,20801,233,2240,414,5,0,0,0,0,4068,0,0,0,10047,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"219","Benin",2021,10,24749,0,242,161,0,0,0,0,0,3693,0,0,0,297,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"220","Benin",2021,11,24850,0,143,161,0,827261,774881,652351,0,40342,6.64,6.22,5.24,3240,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"221","Benin",2021,12,24863,0,156,161,0,1144390,1087430,877113,0,35237,9.19,8.73,7.04,2830,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"222","Benin",2021,5,8058,0,64,101,0,0,0,0,0,761,0,0,0,61,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"223","Benin",2021,6,8199,0,95,104,0,0,0,0,0,828,0,0,0,67,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"224","Benin",2021,7,8394,0,150,108,0,0,0,0,0,1244,0,0,0,100,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"225","Benin",2021,8,13366,0,4384,128,0,0,0,0,0,3623,0,0,0,291,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"226","Benin",2021,9,23890,0,1738,159,0,0,0,0,0,2911,0,0,0,234,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"227","Bermuda",2021,1,691,0,26,12,0,0,0,0,0,326,0,0,0,5250,"Oxford/AstraZeneca, Pfizer/BioNTech"
"228","Bermuda",2021,10,5647,0,84,101,0,0,0,0,0,732,0,0,0,11789,"Oxford/AstraZeneca, Pfizer/BioNTech"
"229","Bermuda",2021,11,5748,0,33,106,0,0,0,0,0,148,0,0,0,2384,"Oxford/AstraZeneca, Pfizer/BioNTech"
"230","Bermuda",2021,12,5751,3,30,106,0,106520,46054,45029,0,148,171.55,74.17,72.52,2384,"Oxford/AstraZeneca, Pfizer/BioNTech"
"231","Bermuda",2021,2,705,0,11,12,0,0,0,0,0,648,0,0,0,10436,"Oxford/AstraZeneca, Pfizer/BioNTech"
"232","Bermuda",2021,3,1217,60,476,12,0,0,0,0,0,547,0,0,0,8810,"Oxford/AstraZeneca, Pfizer/BioNTech"
"233","Bermuda",2021,4,2393,11,545,28,1,0,0,0,0,436,0,0,0,7022,"Oxford/AstraZeneca, Pfizer/BioNTech"
"234","Bermuda",2021,5,2494,3,20,33,1,71114,37554,33560,0,327,114.53,60.48,54.05,5266,"Oxford/AstraZeneca, Pfizer/BioNTech"
"235","Bermuda",2021,6,2514,0,15,33,0,0,0,0,0,410,0,0,0,6603,"Oxford/AstraZeneca, Pfizer/BioNTech"
"236","Bermuda",2021,7,2568,15,36,33,0,0,0,0,0,51,0,0,0,821,"Oxford/AstraZeneca, Pfizer/BioNTech"
"237","Bermuda",2021,8,2923,79,205,34,1,0,0,0,0,99,0,0,0,1594,"Oxford/AstraZeneca, Pfizer/BioNTech"
"238","Bermuda",2021,9,5244,0,1453,72,0,0,0,0,0,76,0,0,0,1224,"Oxford/AstraZeneca, Pfizer/BioNTech"
"239","Bhutan",2021,10,2621,0,8,3,0,1148146,588307,559839,0,6241,147.22,75.43,71.78,8002,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"240","Bhutan",2021,11,2640,0,14,3,0,0,0,0,0,50,0,0,0,64,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"241","Bhutan",2021,12,2640,0,14,3,0,1154093,589482,564611,0,77,147.98,75.58,72.4,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"242","Bhutan",2021,3,873,1,3,1,0,394765,394765,0,53848,78953,50.62,50.62,0,101235,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"243","Bhutan",2021,4,1074,8,112,1,0,480422,480422,0,92,132,61.6,61.6,0,169,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"244","Bhutan",2021,5,1620,8,311,1,0,0,0,0,0,69,0,0,0,88,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"245","Bhutan",2021,6,2100,24,326,1,0,0,0,0,0,92,0,0,0,118,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"246","Bhutan",2021,7,2515,7,139,2,0,0,0,0,0,14182,0,0,0,18184,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"247","Bhutan",2021,8,2596,1,24,3,0,0,0,0,0,887,0,0,0,1137,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"248","Bhutan",2021,9,2601,0,4,3,0,0,0,0,0,954,0,0,0,1223,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"249","Bolivia",2021,10,513584,472,19205,18925,1,7818347,4562128,3861325,14510,49742,66.07,38.55,32.63,4204,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"250","Bolivia",2021,11,537559,1087,25467,19171,10,8609838,5074083,4152712,37720,28345,72.76,42.88,35.09,2395,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"251","Bolivia",2021,12,539762,1115,25855,19196,8,8937595,5193701,4316055,47053,35200,75.53,43.89,36.47,2975,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"252","Bolivia",2021,2,248547,656,44341,11653,19,29813,22212,7601,0,2786,0.25,0.19,0.06,235,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"253","Bolivia",2021,3,271419,1072,38299,12264,28,304185,194880,109305,14858,12241,2.57,1.65,0.92,1034,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"254","Bolivia",2021,4,303732,1901,40376,12976,31,842642,610534,232108,43320,27932,7.12,5.16,1.96,2361,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"255","Bolivia",2021,5,368474,1760,61261,14500,36,1681883,1331789,350094,46340,38038,14.21,11.25,2.96,3215,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"256","Bolivia",2021,6,437623,2055,62032,16740,71,2590835,1885313,705522,41432,39256,21.9,15.93,5.96,3318,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"257","Bolivia",2021,7,472813,855,47897,17844,22,4505459,3106488,1627394,17565,70110,38.08,26.25,13.75,5925,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"258","Bolivia",2021,8,490467,411,37528,18467,18,6001157,3996452,2747844,51025,74341,50.72,33.77,23.22,6283,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"259","Bolivia",2021,9,500090,442,21853,18764,10,6800922,4299925,3374883,20467,28485,57.47,36.34,28.52,2407,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"260","Botswana",2021,10,186594,0,1260,2406,0,0,0,0,0,10176,0,0,0,4245,"Covaxin, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"261","Botswana",2021,11,195068,0,602,2418,0,0,0,0,0,10647,0,0,0,4441,"Covaxin, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"262","Botswana",2021,12,195302,234,431,2419,1,1483181,955135,528046,0,7585,61.87,39.84,22.03,3164,"Covaxin, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"263","Botswana",2021,3,39848,0,2272,618,0,0,0,0,0,1618,0,0,0,675,"Covaxin, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"264","Botswana",2021,4,46934,0,1198,776,0,49882,49882,0,0,389,2.08,2.08,0,162,"Covaxin, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"265","Botswana",2021,5,54973,1202,2788,926,20,146725,146725,0,0,1992,6.12,6.12,0,831,"Covaxin, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"266","Botswana",2021,6,69680,0,4623,1125,0,0,0,0,0,3544,0,0,0,1478,"Covaxin, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"267","Botswana",2021,7,106690,0,9798,1569,0,0,0,0,0,4080,0,0,0,1702,"Covaxin, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"268","Botswana",2021,8,156927,0,6147,2261,0,0,0,0,0,11749,0,0,0,4901,"Covaxin, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"269","Botswana",2021,9,179220,1170,2303,2368,1,629604,394827,234777,0,2863,26.26,16.47,9.79,1194,"Covaxin, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"270","Brazil",2021,1,9260640,28083,984194,224534,563,2084119,2084119,0,37596,210024,0.97,0.97,0,981,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"271","Brazil",2021,10,21810855,6761,206223,607860,96,279666131,159589151,116117550,400990,1460518,130.69,74.58,54.26,6825,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"272","Brazil",2021,11,22094459,9710,158074,614754,326,309486607,163926497,133911230,1668782,853025,144.62,76.6,62.58,3986,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"273","Brazil",2021,12,22118782,12910,152052,615225,205,319980117,165080223,139389518,241022,789905,149.53,77.14,65.14,3691,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"274","Brazil",2021,2,10618795,34381,923582,255018,755,8465403,6542206,1923197,31835,205292,3.96,3.06,0.9,959,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"275","Brazil",2021,3,12836765,89794,1310334,321886,3950,22839287,17745732,5093555,889042,707501,10.67,8.29,2.38,3306,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"276","Brazil",2021,4,14764053,73684,1124347,404287,2870,47399150,31696792,15702358,972962,903721,22.15,14.81,7.34,4223,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"277","Brazil",2021,5,16663152,33022,1189188,462966,874,68665647,46328168,22337479,790912,652405,32.09,21.65,10.44,3049,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"278","Brazil",2021,6,18695888,46475,1266774,518246,2127,101167462,75097273,26642477,1338786,1197888,47.28,35.09,12.45,5598,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"279","Brazil",2021,7,20004567,37746,770896,556437,925,142301917,105083580,41507968,982290,1355675,66.5,49.11,19.4,6335,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"280","Brazil",2021,8,20868322,25697,491199,580525,882,194176380,136127045,62698760,2660479,1645945,90.74,63.61,29.3,7692,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"281","Brazil",2021,9,21427073,27527,405134,596800,637,239190412,151420924,91430204,1870268,1441436,111.77,70.76,42.73,6736,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"282","British Virgin Islands",2021,10,2725,0,0,37,0,0,0,0,0,56,0,0,0,1841,"Johnson&Johnson, Oxford/AstraZeneca"
"283","British Virgin Islands",2021,11,2765,0,0,38,0,0,0,0,0,18,0,0,0,592,"Johnson&Johnson, Oxford/AstraZeneca"
"284","British Virgin Islands",2021,12,2809,0,0,38,0,34992,18288,16704,0,19,115.02,60.11,54.91,625,"Johnson&Johnson, Oxford/AstraZeneca"
"285","British Virgin Islands",2021,5,248,0,0,1,0,0,0,0,0,203,0,0,0,6673,"Johnson&Johnson, Oxford/AstraZeneca"
"286","British Virgin Islands",2021,6,313,0,0,1,0,0,0,0,0,132,0,0,0,4339,"Johnson&Johnson, Oxford/AstraZeneca"
"287","British Virgin Islands",2021,7,2500,0,0,31,0,0,0,0,0,187,0,0,0,6147,"Johnson&Johnson, Oxford/AstraZeneca"
"288","British Virgin Islands",2021,8,2568,0,0,37,0,0,0,0,0,220,0,0,0,7231,"Johnson&Johnson, Oxford/AstraZeneca"
"289","British Virgin Islands",2021,9,2642,0,0,37,0,0,0,0,0,66,0,0,0,2169,"Johnson&Johnson, Oxford/AstraZeneca"
"290","Bulgaria",2020,12,202266,1046,75163,7576,61,0,0,0,0,1477,0,0,0,214,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"291","Bulgaria",2021,1,218748,130,22651,9045,17,41125,28041,13084,105,2140,0.6,0.41,0.19,310,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"292","Bulgaria",2021,10,602492,1457,99724,23999,81,2860195,0,1511130,4971,20211,41.47,0,21.91,2931,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"293","Bulgaria",2021,11,695057,2681,105119,28453,128,3330515,0,1772220,19511,15559,48.29,0,25.7,2256,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"294","Bulgaria",2021,12,699180,2018,103606,28656,114,3490637,0,1838105,5987,13420,50.61,0,26.65,1946,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"295","Bulgaria",2021,2,247038,332,31302,10191,24,212445,175066,37379,2685,13299,3.08,2.54,0.54,1928,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"296","Bulgaria",2021,3,342633,4207,69875,13197,129,472443,377440,95003,13712,10162,6.85,5.47,1.38,1473,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"297","Bulgaria",2021,4,404380,652,48447,16399,31,815463,602109,213354,12287,14075,11.82,8.73,3.09,2041,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"298","Bulgaria",2021,5,418577,303,18694,17700,38,1365923,805538,560385,12674,14295,19.81,11.68,8.13,2073,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"299","Bulgaria",2021,6,421829,78,9111,18061,12,1761277,955804,805473,13012,9426,25.54,13.86,11.68,1367,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"300","Bulgaria",2021,7,425054,182,8296,18213,2,2028136,1028258,999878,3193,9270,29.41,14.91,14.5,1344,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"301","Bulgaria",2021,8,455742,2053,31081,18896,56,2312605,0,1172184,13487,10007,33.53,0,17,1451,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"302","Bulgaria",2021,9,502162,2050,43959,20882,70,2539650,0,1330199,8906,6439,36.82,0,19.29,934,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"303","Burkina Faso",2021,10,14793,0,292,214,0,0,0,0,0,36987,0,0,0,1721,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing"
"304","Burkina Faso",2021,11,16000,289,369,286,5,0,442769,323767,0,0,0,2.06,1.51,0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing"
"305","Burkina Faso",2021,6,13479,0,10,168,0,0,0,0,0,577,0,0,0,27,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing"
